ID,Proposal Type,Proposal Number,Application Date,Grant Date,Last Visible Status,Project Land Requirement (Hectares),Total Cost (Lakhs),Organization Name,EC Consultant,Description,Category,Project Category (Code),Project Category,Project Name,State,Sub District,Village,MoEFCC File,State File,Plot Nos,Shape of Project,Existing Non-Forest Land,Existing Forest Land,Existing Total Land,Additional Non-Forest Land,Additional Forest Land,Additional Total Land,Existing Cost,Expansion Cost,Villages Affected,Project Displaced Families,Project Affected Families,Alternative Site Examined,Alternative Site Description,Government Restriction,Litigation Pending,Violation Involved,Last Submission Date,Project Exemption Reason,Cost Benefit Report PDF,Compensatory Afforestation Type,Is Applicable Compensatory Afforestation,Mining Date of Issue,Mining Date of Validity,Mining Other Info,Mining Status of Approval,Mining Estimated Reserve Names,Mining Estimated Reserve FL,Mining Estimated Reserve NFL,Mining Proved Reserves,Mining Indicated Reserves,Mining Inferred Reserves,Mining Mineable Reserves,Mining Approved Life of Mine,Mining Approving Authority Name,Mining Life of Mine Other Info,Mining Type of Mining,Mining Method of Mining,Mining Type of Mining Other Info,Mining Blasting Other Info,Mining External Dumping Remarks,Mining Internal Dumping Remarks,Mining Topsoil Dumping Remarks,Mining Total Quarry Area,Mining Quarry Other Info,Mining Transportation Mode From Pithead,Mining Transportation Mode From Loading,Mining Transportation Mode Other Info,Mining Plantation Area,Mining Water Body,Mining Public Use,Mining Other Use,Organization Street,Organization City,Organization State,Organization Legal Status,Applicant Designation,Applicant City,Applicant State,Forest Clearance Present Owners,Plot Number,District,Project Description,Employment (Operational),proposal_url,Village Code,Employment (Construction),KML URLs
4299703,New,FP/JK/WATER/424109/2023,2023-03-30T09:46:34.971+00:00,2025-02-01T13:59:14.158+00:00,Final Diversion Order Issued,0.6678,496.2,Jal Shakti Department,,Forest clearance form,,,,Water Supply Scheme Puneja,JAMMU AND KASHMIR,Thathri,Puneja,,,,Hybrid,0.0,0.6678,0.6678,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-04-03T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Office of the Executive Engineer ,Jal Shakti (PHE) Division Doda ",,1,State Government (Department/Autonomous body),Executive Engineer,,1,,,Doda,"The Water Supply Scheme Puneja  has been framed to cover the cost for providing BIS standard quality compliant potable water to each household of Panchayat: Puneja, Block: Chiralla and its adjoining hamlets at the rate of 55 LPCD , through functional household tap water connections to be executed under the  flagship programme of Jal Jeevan Mission (JJM).  The main scope of the project involves creation of sustainable water source by tapping new water source from higher contours to cater the water demand for intermediate and ultimate design periods.  The project involves laying of gravity pipelines, construction of surface reservoirs, sedimentation tanks , filtration plants .The operation and maintenance of the water supply scheme shall be carried out by Gram Panchayat or its designated agency such as VWSC etc.The project is designed to serve the design population of 3660 souls at the end of the design period.The ultimate requirement of the water at the end of design period",0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4299703,004276,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4299476&refType=caf&uuid=bb629ade-e442-48ba-8ed7-f0dd0e18501a&version=1.2;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4299476&refType=FC&uuid=ea759932-a9eb-4de4-aba6-72456117469b&version=1.9
4298270,New,FP/JK/WATER/424094/2023,2023-03-30T09:09:58.482+00:00,2025-02-21T15:15:02.523+00:00,Final Diversion Order Issued,0.7508,251.93,Jal Shakti Department,,Forest clearance form,,,,Water Supply Scheme Bajja,JAMMU AND KASHMIR,Thathri,Bajah,,,,Hybrid,0.0,0.7508,0.7508,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-04-03T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Office of the Executive Engineer ,Jal Shakti (PHE) Division Doda ",,1,State Government (Department/Autonomous body),Executive Engineer,,1,,,Doda,"The Water Supply Scheme Bajja  has been framed to cover the cost for providing BIS standard quality compliant potable water to each household of Panchayat: Bajja, Block: Chiralla and its adjoining hamlets at the rate of 55 LPCD , through functional household tap water connections to be executed under the  flagship programme of Jal Jeevan Mission (JJM).  The main scope of the project involves creation of sustainable water source by tapping new water source from higher contours to cater the water demand for intermediate and ultimate design periods.  The project involves laying of gravity pipelines, construction of surface reservoirs, sedimentation tanks , filtration plants .The operation and maintenance of the water supply scheme shall be carried out by Gram Panchayat or its designated agency such as VWSC etc.The project is designed to serve the design population of 3660 souls at the end of the design period.The ultimate requirement of the water at the end of design period",0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4298270,004307,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4298104&refType=caf&uuid=7ff4a505-5a10-46e5-b8b6-181bbac542ce&version=1.1;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4298104&refType=FC&uuid=934eac8f-aad5-45f8-b040-9ab5966fbab6&version=1.2
4298014,New,FP/JK/OTHERS/424090/2023,2023-03-30T09:03:16.700+00:00,,REMOVED,0.1615,854.44,Jal Shakti Department,,Forest clearance form,,,,IMPROVEMENT AND AUGMENTATION OF WATER SUPPLY TO VILLAGE DUBI GALI AND NALI NIKKA UNDER WSS DUBI GALI,JAMMU AND KASHMIR,Udhampur,Dubi Gali,,,,Linear,0.0,0.1615,0.1615,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-07-10T18:30:00.000+00:00,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jal Shakti(PHE) Sub division Udhampur ,,1,State Government (Department/Autonomous body),ASSISTANT EXECUTIVE ENGINEER,,1,,,Udhampur,IMPROVEMENT AND AUGMENTATION OF WATER SUPPLY TO VILL. DUBI GALI AND NALI NIKKA UNDER WSS DUBI GALI(JJM),36000.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4298014,004825,1300.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4297773&refType=caf&uuid=52646bbb-85af-41c2-9701-56ac074db1d1&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4297773&refType=FC&uuid=41fe2154-2812-4c01-a501-334dbd3d4911&version=1.0
4297367,New,FP/JK/WATER/424082/2023,2023-03-30T08:46:46.943+00:00,2025-02-21T15:23:48.735+00:00,Final Diversion Order Issued,0.7294,678.35,Jal Shakti Department,,Forest clearance form,,,,Water Supply Scheme Trown Shaya Rahi,JAMMU AND KASHMIR,Doda,Altu,,,,Hybrid,0.0,0.7294,0.7294,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-07-17T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Office of the Executive Engineer ,Jal Shakti (PHE) Division Doda ",,1,State Government (Department/Autonomous body),Executive Engineer,,1,,,Doda,"The Water Supply Scheme Trown Shaya Rahi has been framed to cover the cost for providing BIS standard quality compliant potable water to each household of Panchayat: Trown, Block: Bhalla and its adjoining hamlets at the rate of 55 LPCD , through functional household tap water connections to be executed under the  flagship programme of Jal Jeevan Mission (JJM).  The main scope of the project involves creation of sustainable water source by tapping new water source from higher contours to cater the water demand for intermediate and ultimate design periods.  The project involves laying of gravity pipelines, construction of surface reservoirs, sedimentation tanks , filtration plants .The operation and maintenance of the water supply scheme shall be carried out by Gram Panchayat or its designated agency such as VWSC etc.The project is designed to serve the design population of 3660 souls at the end of the design period.The ultimate requirement of the water at the end of design period.",0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4297367,004224,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4297103&refType=caf&uuid=99b8704e-40ed-46da-bbe9-97683ea2b7a0&version=1.13;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4297103&refType=FC&uuid=b1b39965-6382-4ae7-a701-75b2c9db1834&version=1.5
4295647,New,FP/JK/WATER/424069/2023,2023-03-30T07:52:16.031+00:00,,DELISTED_BY_SYSTEM,0.2632,194.25,Jal Shakti Department,,Forest clearance form,,,,WSS Nabni Khurrah,JAMMU AND KASHMIR,Rajouri,Kothian,,,12/d,Hybrid,0.1572,0.106,0.2632,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-03-30T07:58:35.314+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jal Shakti (PHE) Division Nowshera,,1,State Government (Department/Autonomous body),ex. engg.,,1,,12/d,Rajouri,To provide drinking water facility,150.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4295647,001508,150.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4295237&refType=caf&uuid=f9fbe548-5c8a-444a-b4ba-bed248a5b0b4&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4295237&refType=FC&uuid=812e710b-aa1b-4ee4-b9e1-2be147fe13b3&version=1.0
4294378,New,FP/JK/WATER/424060/2023,2023-03-30T07:09:19.999+00:00,2025-02-01T11:08:40.911+00:00,Final Diversion Order Issued,0.69,578.31,Jal Shakti Department,,Forest clearance form,,,,Water Supply Scheme Jathali,JAMMU AND KASHMIR,Doda,Jatheli,,,,Hybrid,0.0,0.69,0.69,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-05-24T09:44:51.936+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Office of the Executive Engineer ,Jal Shakti (PHE) Division Doda ",,1,State Government (Department/Autonomous body),Executive Engineer,,1,,,Doda,Gundna,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4294378,004166,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4294109&refType=caf&uuid=603da16a-d659-4a37-a52b-6075cadbb6cf&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4294109&refType=FC&uuid=2c5da866-6114-461d-9b87-24dfe3dd94de&version=1.1
4292992,New,FP/JK/WATER/424052/2023,2023-03-30T06:37:32.068+00:00,2025-02-16T15:26:02.204+00:00,Final Diversion Order Issued,0.0502,189.51,Jal Shakti Department,,Forest clearance form,,,,Water Supply Scheme Rainda,JAMMU AND KASHMIR,Bhaderwah,Rainda,,,NA,Linear,0.0,0.0502,0.0502,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-04-03T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Office of the Executive Engineer ,Jal Shakti (PHE) Division Doda ",,1,State Government (Department/Autonomous body),Executive Engineer,,1,,NA,Doda,"The Water Supply Scheme Rainda has been framed to cover the cost for providing BIS standard quality compliant potable water to each household of Panchayat: Manthala, Block:Bhadarwah and its adjoining hamlets at the rate of 55 LPCD , through functional household tap water connections to be executed under the  flagship programme of Jal Jeevan Mission (JJM).  The main scope of the project involves creation of sustainable water source by tapping new water source from higher contours to cater the water demand for intermediate and ultimate design periods.  The project involves laying of gravity pipelines, construction of surface reservoirs, sedimentation tanks , filtration plants .The operation and maintenance of the water supply scheme shall be carried out by Gram Panchayat or its designated agency such as VWSC etc.The project is designed to serve the design population of 3660 souls at the end of the design period.The ultimate requirement of the water at the end of design period.",0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4292992,4424,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4292718&refType=caf&uuid=f3e5a04f-cb27-476e-b64e-8efab5a76826&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4292718&refType=FC&uuid=2556df94-3745-4810-85da-28860a2af888&version=1.1
4292869,New,FP/JK/OTHERS/424050/2023,2023-03-30T06:34:22.495+00:00,,REMOVED,0.211,997.0,Jal Shakti Department,,Forest clearance form,,,,IMPROVEMENT AND AUGMENTATION OF WATER SUPPLY TO VILL. CHULNA AND MEER UNDER WSS PANCHARI(JJM),JAMMU AND KASHMIR,Udhampur,Chulna,,,,Hybrid,0.0,0.211,0.211,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-07-10T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jal Shakti(PHE) Sub division Udhampur ,,1,State Government (Department/Autonomous body),ASSISTANT EXECUTIVE ENGINEER,,1,,,Udhampur,IMPROVEMENT AND AUGMENTATION OF WATER SUPPLY TO VILL. CHULNA AND MEER UNDER WSS PANCHARI(JJM),36200.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4292869,004833,1300.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4292525&refType=caf&uuid=7609f6bb-fedd-4694-a73c-f5314eaa544c&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4292525&refType=FC&uuid=755d88dd-a4d4-4545-977f-3cb1ee7952c3&version=1.2
4292269,New,FP/JK/WATER/424047/2023,2023-03-30T06:14:35.532+00:00,2025-02-16T15:29:59.674+00:00,Final Diversion Order Issued,0.325,240.04,Jal Shakti Department,,Forest clearance form,,,,Water Supply Scheme Shaja Dharara,JAMMU AND KASHMIR,Doda,Hamir Pur,,,,Hybrid,0.0,0.325,0.325,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-04-02T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Office of the Executive Engineer ,Jal Shakti (PHE) Division Doda ",,1,State Government (Department/Autonomous body),Executive Engineer,,1,,,Doda,"The Water Supply Scheme Shaja Dharara has been framed to cover the cost for providing BIS standard quality compliant potable water to each household of Panchayat Sharerna Block Ghat and its adjoining hamlets at the rate of 55 LPCD , through functional household tap water connections to be executed under the  flagship programme of Jal Jeevan Mission (JJM).  The main scope of the project involves creation of sustainable water source by tapping new water source from higher contours to cater the water demand for intermediate and ultimate design periods.  The project involves laying of gravity pipelines, construction of surface reservoirs, sedimentation tanks , filtration plants .The operation and maintenance of the water supply scheme shall be carried out by Gram Panchayat or its designated agency such as VWSC etc.The project is designed to serve the design population of 3660 souls at the end of the design period.The ultimate requirement of the water at the end of design period.",0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4292269,004170,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4292113&refType=caf&uuid=cc2f3da7-15e5-4dcb-ae27-2acdb68ba547&version=1.3;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4292113&refType=FC&uuid=67a1e7a0-1c2b-4604-baa0-ebae1200c2e1&version=1.2
4290969,New,FP/JK/WATER/424041/2023,2023-03-30T05:28:11.437+00:00,,REMOVED,0.0676,40.0,Public Works Department,,Forest clearance form,,,,Hamnari,JAMMU AND KASHMIR,Pahalgam,Kular,,,,Hybrid,0.0,0.0676,0.0676,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-04-10T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Highway NH1 Iqbal Market Bijbehara,Bijbehara,1,State Government (Department/Autonomous body),AEE,Bijbehara,1,,,Anantnag,To Provide uninterrupted water supply to general public,121.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4290969,003534,121.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4290745&refType=caf&uuid=4274f6a8-df05-42bb-b6fa-b943b55094ea&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4290745&refType=FC&uuid=927d409b-3a55-44e1-90cd-1f636be7fe3e&version=1.0
4286834,New,FP/JK/OTHERS/424028/2023,2023-03-29T17:47:53.406+00:00,,REMOVED,0.2135,996.71,Jal Shakti Department,,Forest clearance form,,,,WSS GHORDI KHASS,JAMMU AND KASHMIR,Ramnagar,Ghordi Khas,,,,Linear,0.0,0.2135,0.2135,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-07-10T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JAL SHAKTI PHE SUB-DIVISION CHENANI,,1,State Government (Department/Autonomous body),Assistant Executive Engineer,,1,,,Udhampur,IMPROVEMENT & AUGMENTATION OF WATER SUPPLY SCHEME WSS GHORDI KHASS,36500.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4286834,005066,1350.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4286794&refType=caf&uuid=804d4ae4-03ca-44cd-b766-33e2697e66b3&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4286794&refType=FC&uuid=a6180087-c713-4776-ad1b-8852b5e6725a&version=1.0
4286584,New,FP/JK/OTHERS/424027/2023,2023-03-29T17:19:16.547+00:00,,REMOVED,0.2573,515.51,Jal Shakti Department,,Forest clearance form,,,,WSS GARRIAN KHURD,JAMMU AND KASHMIR,Chenani,Gharian Khurd,,,,Hybrid,0.0,0.2573,0.2573,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-07-10T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JAL SHAKTI PHE SUB-DIVISION CHENANI,,1,State Government (Department/Autonomous body),Assistant Executive Engineer,,1,,,Udhampur,WSS GARRIAN KHURD TO PROVIDE WATER SUPPLY TO INHABITANTS OF GARRIAN KHURD & OTHERS,36500.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4286584,005023,1350.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4286543&refType=caf&uuid=30f5b4b7-f847-4c5d-9763-970a602b3d12&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4286543&refType=FC&uuid=6b1f71ea-93be-4667-9e61-fccaac6db1c3&version=1.0
4286373,New,FP/JK/OTHERS/424025/2023,2023-03-29T16:52:35.410+00:00,,REMOVED,0.105,418.6,Jal Shakti Department,,Forest clearance form,,,,WSS CHARAT,JAMMU AND KASHMIR,Udhampur,Charat,,,,Linear,0.0,0.105,0.105,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-07-10T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JAL SHAKTI PHE SUB-DIVISION CHENANI,,1,State Government (Department/Autonomous body),Assistant Executive Engineer,,1,,,Udhampur,IMPROVEMENT & AUGMENTATION OF WATER SUPPLY SCHEME CHARAT,36500.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4286373,005011,1350.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4286332&refType=caf&uuid=b4046477-9c06-4a4a-9c5f-d9bd9b1b67ca&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4286332&refType=FC&uuid=07fc2301-da7c-415e-b8f0-3891eb9e49f7&version=1.0
4280626,New,FP/JK/WATER/423991/2023,2023-03-29T11:42:40.350+00:00,,DELISTED_BY_SYSTEM,0.254,384.41,MAHORE IRIGATION DIVISION DHARMARI,,Forest clearance form,,,,Retrofitting of WSS Banna,JAMMU AND KASHMIR,Gool-Gulabgarh,Bana,,,,Hybrid,0.0,0.254,0.254,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-06-07T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mahore irigation division dharmari ,Banna,1,State Government (Department/Autonomous body),executive engineer,Banna,1,,,Reasi,Construction of 02 nos. 5000 Glns GSR and Laying of Pipeline,90.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4280626,005201,180.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4280212&refType=caf&uuid=22d97429-4e24-4105-bd13-1e2921892f74&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4280212&refType=FC&uuid=aa26a89d-aa61-47ee-bc01-ea71c6e32895&version=1.2
4276012,New,FP/JK/WATER/423967/2023,2023-03-29T10:17:41.060+00:00,2025-02-18T03:33:27.751+00:00,Final Diversion Order Issued,0.4929,195.64,Jal Shakti Department (Hydraulic Division Ramban),,Forest clearance form,,,,Retrofitting of Water Supply Scheme Kainthi Karole,JAMMU AND KASHMIR,Ramban,Kanthi,,,NA,Hybrid,0.1707,0.3222,0.4929,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-04-04T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Administrative complex Block 3 Maitra,Ramban,1,State Government (Department/Autonomous body),Executive Engineer,Ramban,1,,NA,Ramban,"The Water Supply Scheme Kainthi Karole (Retrofitting) is located about 20 KM by road from District Head Quarter Ramban. The Terrain is Semi hilly and population is scattered on many hillocks. As per latest guidelines of Ministry of Jal Shakti Department all households have to be provided FHTC under the Jal Jeevan Mission Namely ""Har Ghar Nal Se Jal"" with minimum 55 LPCD through Functional Household Tap Connections (FHTC). The Potable Drinking Water Facility to be provided to 177 FHTC under this scheme",900.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4276012,004555,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4257188&refType=caf&uuid=d3add9c4-9932-41f1-9927-54fb296bce40&version=1.1;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4257188&refType=FC&uuid=8a36ef8a-0ba8-4a6c-a167-0d1ebbdac148&version=1.5
4275519,New,FP/JK/WATER/423964/2023,2023-03-29T10:09:43.719+00:00,2025-02-22T02:13:24.209+00:00,Final Diversion Order Issued,0.2895,268.1,Jal Shakti Department,,Forest clearance form,,,,Water Supply Scheme Beleru Chakarabhati,JAMMU AND KASHMIR,Doda,Chakra Bhati,,,,Linear,0.192,0.0975,0.2895,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-04-09T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Office of the Executive Engineer ,Jal Shakti (PHE) Division Doda ",,1,State Government (Department/Autonomous body),Executive Engineer,,1,,,Doda,"The Water Supply Scheme Beleru Chakarabhati has been framed to cover the cost for providing BIS standard quality compliant potable water to each household of Panchayat Beleru Soura Block Bhalla and its adjoining hamlets at the rate of 55 LPCD , through functional household tap water connections to be executed under the  flagship programme of Jal Jeevan Mission (JJM).  The main scope of the project involves creation of sustainable water source by tapping new water source from higher contours to cater the water demand for intermediate and ultimate design periods.  The project involves laying of gravity pipelines, construction of surface reservoirs, sedimentation tanks , filtration plants .The operation and maintenance of the water supply scheme shall be carried out by Gram Panchayat or its designated agency such as VWSC etc.The project is designed to serve the design population of 3660 souls at the end of the design period.The ultimate requirement of the water at the end of design period",0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4275519,004399,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4274659&refType=caf&uuid=eb4bb226-c239-4362-9666-04632d53b6e1&version=1.2;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4274659&refType=FC&uuid=78865763-20ec-4d21-acdc-9f5d9acaeb0e&version=1.2
4273294,New,FP/JK/WATER/423951/2023,2023-03-29T09:30:37.458+00:00,2025-02-21T13:52:11.593+00:00,Final Diversion Order Issued,0.778,416.5,Jal Shakti Department,,Forest clearance form,,,,Water Supply Scheme Pagnass,JAMMU AND KASHMIR,Bhaderwah,Dugli,,,,Hybrid,0.0,0.778,0.778,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-07-07T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Office of the Executive Engineer ,Jal Shakti (PHE) Division Doda ",,1,State Government (Department/Autonomous body),Executive Engineer,,1,,,Doda,"The Water Supply Scheme Pagnass  has been framed to cover the cost for providing BIS standard quality compliant potable water to each household of Panchayat Dugli  Block Bhalla and its adjoining hamlets at the rate of 55 LPCD , through functional household tap water connections to be executed under the  flagship programme of Jal Jeevan Mission (JJM).  The main scope of the project involves creation of sustainable water source by tapping new water source from higher contours to cater the water demand for intermediate and ultimate design periods.  The project involves laying of gravity pipelines, construction of surface reservoirs, sedimentation tanks , filtration plants .The operation and maintenance of the water supply scheme shall be carried out by Gram Panchayat or its designated agency such as VWSC etc.The project is designed to serve the design population of 3660 souls at the end of the design period.The ultimate requirement of the water at the end of design period.",0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4273294,004442,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4272812&refType=caf&uuid=b4b22d25-31b1-429b-ae33-cbf1de4c67fb&version=1.1;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4272812&refType=FC&uuid=43f8d541-3779-4453-81e4-51c2065ff965&version=1.3
4272055,New,FP/JK/WATER/423943/2023,2023-03-29T08:54:50.962+00:00,2025-02-01T11:00:00.631+00:00,Final Diversion Order Issued,0.9,300.61,Jal Shakti Department,,Forest clearance form,,,,Water Supply Scheme Bhagratha Bhatie,JAMMU AND KASHMIR,Bhaderwah,Bhagrota,,,,Linear,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-04-02T18:30:00.000+00:00,,,Degraded Forest Land,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Office of the Executive Engineer ,Jal Shakti (PHE) Division Doda ",,1,State Government (Department/Autonomous body),Executive Engineer,,1,,,Doda,"The Water Supply Scheme Bhagratha Bhatie  has been framed to cover the cost for providing BIS standard quality compliant potable water to each household of Panchayat Derka  Block Bhalla and its adjoining hamlets at the rate of 55 LPCD , through functional household tap water connections to be executed under the  flagship programme of Jal Jeevan Mission (JJM).  The main scope of the project involves creation of sustainable water source by tapping new water source from higher contours to cater the water demand for intermediate and ultimate design periods.  The project involves laying of gravity pipelines, construction of surface reservoirs, sedimentation tanks , filtration plants .The operation and maintenance of the water supply scheme shall be carried out by Gram Panchayat or its designated agency such as VWSC etc.The project is designed to serve the design population of 3660 souls at the end of the design period.The ultimate requirement of the water at the end of design period.",0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4272055,004438,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4271769&refType=caf&uuid=0ba01782-5674-4ca1-a0bf-2f597711a03c&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4271769&refType=FC&uuid=ed092c0e-becf-4618-a27f-c1be3def0dd0&version=1.0
